,dataset,mean,std
0,AUSLAN,0.9770526315789473,0.004801251504027346
1,ArabicDigits,0.9951818181818182,0.0007925270806437537
2,CharacterTrajectories,0.9896794370602032,0.0010372556029258557
3,ECG,0.8620000000000001,0.006000000000000006
4,JapaneseVowels,0.9921621621621621,0.004089931337951727
5,Libras,0.9533333333333334,0.00753592220347259
6,NetFlow,0.8885767790262171,0.003048468276423136
7,UWave,0.9304347826086957,0.0030553009925188297
8,Wafer,0.97890625,0.005590392761771514
